ID,Policy_Start_Date,Policy_End_Date,Gender,Age,First_Transaction_Date,No_Pol,Car_Category,Subject_Car_Colour,Subject_Car_Make,LGA_Name,State,ProductName,target
ID_09ECI55,43,31,0,32.0,43,1,8,42,67,237,73,1,0
ID_ZIHS134,43,31,1,50.0,43,1,8,4,67,247,73,5,0
ID_TYBYK4D,43,31,1,37.0,43,1,8,4,49,247,73,1,1
ID_XIQVXR0,43,31,1,2.0,43,1,8,1,67,237,73,1,1
ID_NC7OR5H,43,31,1,54.0,43,1,8,25,67,98,44,6,0
ID_J03VBXV,43,31,1,40.0,43,1,2,4,67,115,73,5,0
ID_OCWI60X,43,31,1,54.0,43,1,2,25,67,98,44,6,0
ID_ROBIN64,43,31,0,60.0,43,2,8,25,67,93,99,1,0
ID_J554SG8,43,31,2,45.0,43,1,0,42,15,153,23,0,0
ID_UTK6856,43,31,1,37.0,43,2,8,25,29,237,73,5,0
ID_4CMF9MH,43,31,1,45.0,43,1,8,42,54,153,23,1,0
ID_VG7PG5W,43,31,1,84.0,43,1,2,4,67,159,73,1,0
ID_4GF1JCJ,43,31,1,2.0,43,1,8,1,67,153,23,1,0
ID_71W2U83,43,31,1,46.0,43,1,8,7,67,253,23,1,0
ID_KEYU6RC,43,31,1,46.0,43,1,8,7,42,253,23,5,0
ID_E1R0A84,43,31,0,63.0,43,1,8,4,67,253,23,1,1
ID_R47AE8O,43,31,1,50.0,43,1,8,4,52,167,73,5,0
ID_X2V6NVE,43,31,1,52.0,43,2,2,4,40,157,73,1,0
ID_9KVUR0Z,43,31,1,54.0,43,1,8,4,67,98,44,6,0
ID_36G94DU,43,31,0,50.0,43,1,8,4,67,115,73,5,0
ID_DXTNYQM,43,31,1,71.0,43,1,8,4,53,115,73,5,0
ID_FRIG7LL,43,31,1,41.0,43,1,8,26,67,115,73,1,0
ID_WDTXV3Y,43,24,1,55.0,43,2,8,4,42,115,73,1,0
ID_6S6V4IV,43,31,1,50.0,43,1,8,42,67,153,23,5,0
ID_6MCANTD,43,31,1,37.0,43,2,8,32,67,237,73,5,0
ID_P1GHH1X,43,31,0,45.0,43,1,8,4,67,115,73,5,0
ID_D9DD0G6,43,31,0,67.0,43,2,2,4,67,249,108,1,0
ID_R19TOZV,43,31,1,54.0,43,1,2,4,67,98,44,6,0
ID_8JSQB8W,43,31,2,45.0,43,1,0,4,70,98,44,0,0
ID_OBH4R2S,43,31,2,20.0,43,1,6,38,67,118,73,0,0
ID_VRUQLJM,43,31,1,51.0,43,1,8,4,52,118,73,1,0
ID_7DDJF10,43,31,0,35.0,43,1,8,32,38,115,73,1,1
ID_CLP3X9R,43,31,1,48.0,43,1,8,4,67,249,108,5,0
ID_BJ8BRMJ,43,31,1,27.0,43,1,8,38,67,249,108,1,0
ID_SYMIAMF,43,31,0,35.0,43,1,8,32,38,249,108,1,0
ID_4M8QYZ3,43,31,1,84.0,43,1,8,4,67,159,73,1,0
ID_2WTAKFA,43,31,1,54.0,43,1,8,37,67,98,44,6,0
ID_PU9G42T,43,31,1,50.0,43,1,8,37,52,237,73,5,0
ID_XZ6OHDF,43,31,1,56.0,43,2,2,4,21,38,73,1,0
ID_GX01BW2,43,31,1,36.0,43,1,8,7,67,237,73,1,1
ID_4WZJZM2,43,31,0,46.0,43,1,8,7,67,237,73,5,0
ID_DEQSNE0,43,31,1,80.0,43,2,8,4,67,249,108,1,0
ID_PQCSGV3,43,31,1,35.0,43,2,8,37,21,153,23,1,0
ID_JHP8G3K,43,31,1,33.0,43,1,8,37,67,153,23,2,0
ID_WBXASK9,43,31,1,27.0,43,2,8,22,67,22,73,1,1
ID_VJNGOTD,43,31,1,60.0,43,1,8,22,52,22,73,5,0
ID_7E3N9HR,43,31,1,54.0,43,1,8,37,67,98,44,6,0
ID_99PGM6U,43,31,1,52.0,43,2,8,4,67,157,73,0,1
ID_BZ0WEYP,43,31,1,33.0,43,1,8,26,26,181,23,1,0
ID_QUFVWUY,43,31,1,51.0,43,2,2,4,21,115,73,1,0
ID_6EFQPR8,43,31,1,37.0,43,2,8,4,52,237,73,5,0
ID_6EM7BN7,44,32,0,38.0,44,1,8,4,67,84,39,1,1
ID_1PCPUTF,44,32,1,50.0,44,1,8,4,42,84,39,5,0
ID_4KDYIVH,44,32,1,69.0,44,3,8,4,26,84,39,5,0
ID_Z3E1AMB,44,32,1,45.0,44,3,8,4,38,152,73,1,0
ID_3WL5VXS,44,32,1,68.0,44,1,8,4,67,152,73,5,0
ID_PN0LU5A,44,32,0,51.0,44,4,2,4,52,158,73,4,0
ID_PCEHIRI,44,32,0,59.0,44,1,8,4,67,175,23,1,0
ID_8E49KFK,45,33,0,39.0,45,1,2,4,52,84,39,5,0
ID_BJE0FIF,45,33,1,45.0,45,2,8,4,29,15,6,1,0
ID_0ELAKXI,46,34,1,30.0,46,2,8,4,26,187,82,1,1
ID_3LCJUS2,46,34,0,25.0,46,1,8,26,67,22,73,1,1
ID_2KQPVJS,46,34,1,61.0,46,1,8,26,15,22,73,5,0
ID_9PBU8HE,46,34,1,40.0,46,1,8,26,67,22,73,5,0
ID_B08VMZT,46,34,1,50.0,46,1,8,26,67,248,27,5,0
ID_BBW2AAM,46,34,1,37.0,46,2,8,26,67,248,27,1,1
ID_4W1XG0W,46,34,1,31.0,46,1,8,26,26,248,27,5,0
ID_XGKS3QI,46,31,2,36.0,46,1,8,7,67,133,73,1,1
ID_JSB2EJN,46,34,0,41.15399093164514,46,1,8,7,49,222,99,5,0
ID_MO2LY7S,46,34,1,61.0,46,1,8,7,40,16,7,5,0
ID_7KAKFSG,46,34,1,60.0,46,1,8,7,67,16,7,5,0
ID_HFA0JEF,46,34,1,61.0,46,1,8,7,49,16,7,5,0
ID_0P861G4,46,34,2,18.0,46,1,8,4,29,247,73,6,1
ID_KTSLDUM,46,34,2,40.0,46,1,8,4,26,247,73,5,0
ID_RHF57P5,46,33,1,57.0,46,1,2,4,21,159,73,1,0
ID_AQ5XVJZ,46,34,1,61.0,46,1,8,4,58,159,73,5,0
ID_0F7BHGK,46,34,2,18.0,46,1,8,4,29,247,73,6,1
ID_L7EQP41,46,34,0,42.0,46,4,8,7,26,16,7,1,0
ID_J5A0BMC,46,34,1,41.15399093164514,46,2,8,4,52,247,73,6,0
ID_Q83J309,46,34,1,29.0,46,1,8,7,67,177,23,1,0
ID_2G4R4G7,46,34,1,30.0,46,2,8,4,26,187,82,1,0
ID_QTPSHDJ,46,34,1,37.0,46,2,8,4,67,248,27,1,0
ID_UJFZ60M,46,34,0,25.0,46,1,8,26,67,22,73,1,0
ID_G6N6YRQ,46,34,1,50.0,46,1,8,26,39,22,73,5,0
ID_ZDGHXU0,46,34,1,41.15399093164514,46,1,8,26,67,187,82,1,0
ID_P15B43L,46,34,0,60.0,46,1,8,11,67,22,73,5,0
ID_THM9GMJ,46,31,2,36.0,46,1,8,7,67,133,73,1,1
ID_N98IQXB,46,34,1,49.0,46,2,8,0,67,15,6,0,0
ID_ATPX077,46,34,0,42.0,46,2,2,11,26,22,73,1,0
ID_6LFSANT,46,34,1,38.0,46,1,8,37,7,16,7,5,0
ID_MHUUQCN,46,34,1,41.15399093164514,46,2,8,4,49,247,73,6,0
ID_6ZTVALI,46,35,1,37.0,46,1,8,4,26,195,73,4,0
ID_ZAMG0O6,46,34,0,42.0,46,4,8,7,26,16,7,1,0
ID_YI6U90P,46,34,1,42.0,46,1,8,7,50,16,7,5,0
ID_B7X7LDL,46,34,1,60.0,46,1,8,7,70,16,7,5,0
ID_4EKZPSF,46,34,0,64.0,46,1,2,7,26,35,14,1,0
ID_RESWAHC,46,35,1,10.0,46,2,2,37,42,16,7,1,0
ID_BQLM8AD,47,35,1,45.0,47,1,8,38,49,160,73,5,0
ID_XUV8WWS,47,35,1,40.0,47,1,8,38,70,160,73,5,0
ID_RIDXUK1,47,35,1,44.0,47,1,8,38,67,160,73,5,0
ID_2FVQ9ZF,47,35,1,30.0,47,1,8,38,67,160,73,1,1
ID_YP2K0RE,47,35,1,27.0,47,1,8,22,67,253,23,1,1
ID_S8K3PB5,47,35,0,35.0,47,1,8,37,54,194,23,1,0
ID_SL0P7XE,47,35,1,41.0,47,1,8,0,67,253,23,1,0
ID_8JQG0U5,47,35,1,34.0,47,1,2,4,21,160,73,1,0
ID_IQ2HAIG,47,35,2,40.0,47,1,8,37,67,194,23,5,0
ID_I6U7P1H,47,35,1,30.0,47,1,8,38,67,160,73,1,0
ID_8MWF97N,47,35,0,75.0,47,1,2,37,67,253,23,1,0
ID_GLRSW0M,47,35,1,37.0,47,1,8,4,26,213,93,1,0
ID_OTKXOZS,47,35,1,46.0,47,1,8,4,26,143,65,1,0
ID_SJNBZMW,47,35,1,40.0,47,1,8,4,67,143,65,5,0
ID_7QN473Z,47,35,1,52.0,47,1,8,4,67,143,65,1,0
ID_FG50LCY,47,35,1,50.0,47,1,8,4,52,143,65,5,0
ID_DI7MVFD,47,35,0,55.0,47,1,8,4,67,143,65,5,0
ID_RLLK2Y9,47,35,1,1.0,47,1,8,4,67,143,65,5,0
ID_7QV86JI,47,35,1,50.0,47,1,8,4,29,143,65,5,0
ID_X6ZJDAN,47,35,0,37.0,47,2,2,4,29,84,39,1,0
ID_FGAHUTS,47,35,1,79.0,47,2,8,4,67,223,100,1,0
ID_UHS3LMJ,47,35,1,73.0,47,1,2,26,67,248,27,1,0
ID_EKN9AI8,47,35,1,50.0,47,1,8,38,67,160,73,5,0
ID_0RGWQ7R,47,35,1,40.0,47,3,8,26,67,159,73,1,0
ID_VZ7SF1G,47,35,0,36.0,47,1,8,4,67,159,73,5,0
ID_I11PU03,47,35,1,50.0,47,1,8,4,67,159,73,5,0
ID_KL0JX1A,47,35,1,69.0,47,2,2,1,21,206,23,1,1
ID_76P8CLR,47,36,1,36.0,47,2,8,1,69,206,23,4,0
ID_CMZ8RPC,47,35,1,38.0,47,1,8,1,26,206,23,5,0
ID_F6FFFUW,47,35,1,40.0,47,3,8,4,49,159,73,1,0
ID_62SHOYU,47,35,1,50.0,47,1,8,4,67,160,73,5,0
ID_B6K6Q6Q,47,35,1,41.0,47,1,8,4,52,160,73,5,0
ID_D1SRG81,47,35,1,51.0,47,1,2,4,52,160,73,5,0
ID_1R2ROLL,47,13,1,37.0,47,1,8,26,67,160,73,1,1
ID_YUTM0E4,47,35,1,50.0,47,1,8,26,42,159,73,5,0
ID_Y3UQC7J,47,36,1,36.0,47,2,8,26,67,160,73,4,0
ID_ZIWGND6,47,35,1,37.0,47,2,8,37,67,235,23,1,1
ID_Z6TCY7R,47,35,1,38.0,47,1,8,37,38,235,23,5,0
ID_HIGTYSK,47,35,0,69.0,47,1,8,4,67,117,23,1,0
ID_43H5NPU,47,35,2,43.0,47,1,8,4,58,117,23,5,0
ID_CSYDYQV,47,35,0,50.0,47,1,8,4,70,117,23,5,0
ID_1QF9UYQ,47,35,2,10.0,47,1,8,4,67,187,82,2,1
ID_QPGSKWD,47,35,0,62.0,47,1,8,4,26,187,82,5,0
ID_TIWW3SZ,47,35,1,45.0,47,1,8,4,40,55,23,5,0
ID_ADEVRO2,47,35,1,27.0,47,1,8,22,67,55,23,1,0
ID_NQFF1P8,47,35,1,29.0,47,1,8,26,67,160,73,1,0
ID_ZTSQ90V,48,36,1,57.0,48,1,8,37,67,69,23,1,0
ID_X11BG29,48,36,1,43.0,48,1,2,37,69,132,73,1,0
ID_4RYPCCX,48,36,1,36.0,48,1,2,4,67,55,23,1,0
ID_PQEL5NR,48,36,1,44.0,48,1,8,4,49,247,73,1,0
ID_DLTH849,48,36,0,40.0,48,2,8,0,50,79,73,1,0
ID_FECX2E1,48,36,1,50.0,48,1,8,0,67,247,73,5,0
ID_BM44ML7,48,36,1,25.0,48,1,8,0,67,247,73,1,0
ID_7JT6ZHC,48,36,1,41.0,48,1,8,37,69,69,23,5,0
ID_3WDR2F8,48,36,0,32.0,48,1,8,26,67,22,73,1,1
ID_Q1B3YBY,48,36,0,62.0,48,1,8,22,67,69,23,1,0
ID_EELGUH4,48,36,0,40.0,48,1,8,37,67,69,23,5,0
ID_CFE5POW,48,36,0,40.0,48,1,8,32,67,69,23,1,1
ID_KI5GKTL,48,36,0,37.0,48,1,8,37,67,69,23,1,0
ID_OEAA0H2,48,36,1,31.0,48,1,8,37,26,69,23,5,0
ID_TRZNMZS,48,36,0,62.0,48,1,8,37,67,69,23,1,0
ID_2LNPTE7,48,36,0,40.0,48,1,8,37,52,69,23,5,0
ID_C0I7439,48,36,1,61.0,48,1,8,37,54,69,23,5,0
ID_WV79ROK,48,36,0,40.0,48,1,8,37,67,249,108,1,1
ID_GUWNWEQ,48,36,2,3.0,48,2,0,38,67,142,64,0,0
ID_STMJX7H,48,36,1,50.0,48,1,8,4,29,168,76,1,0
ID_MEIARR5,48,36,0,39.0,48,2,8,4,67,69,23,1,0
ID_GG64SSH,48,36,0,54.0,48,3,2,4,38,247,73,5,0
ID_SXE4PN6,48,36,1,40.0,48,1,8,0,67,249,108,1,0
ID_I15WLLV,48,36,2,3.0,48,2,15,38,69,142,64,1,0
ID_7AHR1OB,48,36,1,1.0,48,1,8,4,67,160,73,5,0
ID_YDNBTAI,48,36,1,50.0,48,1,8,4,29,160,73,5,0
ID_IDGH9Q0,48,36,0,41.15399093164514,48,2,2,4,52,15,6,1,1
ID_ETHFMOS,48,36,1,36.0,48,1,2,4,67,237,73,1,0
ID_KGQ330A,48,36,1,25.0,48,1,8,4,67,237,73,1,0
ID_XUVXTRY,48,36,1,47.0,48,2,8,4,69,115,73,1,0
ID_1UCYDEA,48,36,0,41.0,48,1,8,4,50,115,73,5,0
ID_RAA9KSR,48,36,1,45.0,48,1,2,4,67,15,6,1,0
ID_SZ74SAG,48,36,1,40.0,48,1,8,4,42,15,6,5,0
ID_BQ7ZD6F,48,36,0,40.0,48,1,8,37,38,100,44,1,0
ID_270JJLL,48,36,1,47.0,48,1,8,22,67,15,6,1,0
ID_VD5MC98,48,36,1,47.0,48,1,8,4,38,15,6,5,0
ID_H2JZP41,48,36,0,40.0,48,1,2,4,67,249,108,1,1
ID_9KXKSRD,48,36,0,40.0,48,1,8,7,26,179,85,5,0
ID_5PX2I5E,48,36,0,57.0,48,1,8,7,67,57,23,1,0
ID_QI70DEL,48,36,1,89.0,48,2,8,4,67,245,23,1,0
ID_WMSRC8A,48,36,2,9.0,48,1,8,22,67,15,6,0,0
ID_SILYCHY,48,36,1,50.0,48,1,8,22,67,15,6,5,0
ID_7UZX1UJ,48,36,0,1.0,48,1,8,22,52,15,6,5,0
ID_N3W1EAU,48,36,0,47.0,48,1,8,7,67,159,73,1,0
ID_63HLZ84,49,37,1,34.0,49,1,8,4,67,22,73,1,0
ID_XQO1AUH,49,37,1,33.0,49,1,8,37,26,157,73,1,0
ID_XST3Z29,49,37,1,49.0,49,1,8,4,67,247,73,1,0
ID_BE929PV,49,37,1,50.0,49,1,8,4,67,247,73,5,0
ID_Z4I0L8D,49,37,0,28.0,49,1,2,4,67,247,73,4,0
ID_27HBJHL,49,37,0,42.0,49,1,8,4,67,247,73,2,1
ID_HQ52DAR,49,37,0,53.0,49,1,8,4,15,91,23,1,0
ID_DRFV448,49,37,1,48.0,49,3,8,4,67,39,73,1,1
ID_M5P56LV,49,37,0,51.0,49,2,8,4,67,38,73,1,0
ID_IRRUDYX,49,37,1,46.0,49,1,8,4,67,98,44,1,0
ID_DJ1CYL3,49,37,2,20.0,49,1,0,4,67,158,73,0,0
ID_2H5MGUY,49,37,1,41.0,49,1,8,4,66,98,44,5,0
ID_N5VQKKT,49,37,1,33.0,49,1,8,43,21,98,44,1,0
ID_I3VCMVK,49,37,1,57.0,49,1,8,14,67,237,73,1,0
ID_DGNY863,49,37,1,38.0,49,1,8,4,67,52,31,1,1
ID_HLOMQ49,49,37,1,20.0,49,1,8,14,38,237,73,5,0
ID_9A9M18U,49,37,1,57.0,49,1,8,32,67,237,73,1,1
ID_AYR4U6S,49,37,1,31.0,49,1,8,37,42,165,73,2,0
ID_IDULK1B,49,37,1,53.0,49,1,2,4,52,158,73,1,0
ID_MLRE61O,49,37,0,37.0,49,1,8,37,67,157,73,1,0
ID_I0JDS45,49,37,1,51.0,49,1,8,4,67,98,44,5,0
ID_VC8CHYE,49,37,1,46.0,49,3,2,25,21,157,73,1,0
ID_5XJRJXN,49,37,0,44.0,49,1,8,14,67,237,73,1,0
ID_K3BFL2M,49,37,1,50.0,49,1,8,7,49,52,31,5,0
ID_I6BZ42W,49,37,1,83.0,49,1,0,38,38,52,31,1,0
ID_5PYUYA6,49,37,1,1.0,49,1,8,38,67,52,31,5,0
ID_LQPC5PY,49,37,0,1.0,49,1,8,38,67,52,31,5,0
ID_VHTN6L5,49,37,1,57.0,49,1,8,14,67,237,73,1,1
ID_X5ZALW9,49,37,1,48.0,49,3,8,7,67,39,73,1,1
ID_CIU1XF2,49,37,1,1.0,49,1,8,14,26,237,73,5,0
ID_5FR1NAP,49,37,1,50.0,49,1,8,14,67,237,73,5,0
ID_GWB7YLL,49,37,1,72.0,49,1,2,14,67,237,73,4,0
ID_KFDYDL7,49,37,0,43.0,49,2,2,1,67,237,73,2,0
ID_VS4HCTB,49,33,1,59.0,49,1,2,1,67,137,23,1,0
ID_S4A877X,49,37,1,62.0,49,1,8,14,54,237,73,5,0
ID_GKBI805,49,37,1,1.0,49,1,8,22,67,247,73,5,0
ID_9YFM96C,49,37,1,50.0,49,1,8,22,67,247,73,5,0
ID_RG9O8EG,49,37,1,48.0,49,1,8,22,26,247,73,5,0
ID_843LDD3,49,37,0,51.0,49,1,8,22,49,247,73,5,0
ID_WS6IXP9,49,37,1,1.0,49,1,8,22,67,247,73,5,0
ID_Q4UHIOI,49,37,1,50.0,49,2,0,22,67,247,73,0,0
ID_5HIM4SL,49,37,1,38.0,49,1,8,0,67,52,31,1,0
ID_7YSUF2K,49,37,1,40.0,49,1,2,0,67,52,31,1,0
ID_VFTP814,49,37,1,83.0,49,1,8,7,67,52,31,1,0
ID_CAHEMZA,49,37,2,46.0,49,1,2,22,29,247,73,1,1
ID_1UBGVZ0,50,38,1,56.0,50,1,8,37,49,247,73,2,0
ID_QEDTJWC,50,38,0,36.0,50,1,8,25,67,234,85,1,0
ID_AKNFGZE,50,36,1,35.0,50,1,2,4,42,237,73,1,1
ID_JBRFGZN,50,38,1,60.0,50,1,8,4,67,185,81,1,0
ID_KI5BOX8,50,38,0,40.0,50,1,2,11,50,84,39,1,0
ID_0B5W1GU,50,38,0,50.0,50,1,8,4,67,107,48,5,0
ID_V70XOYL,50,38,1,42.0,50,1,8,4,67,107,48,2,1
ID_HSLXWDM,50,38,0,39.0,50,2,2,42,29,247,73,1,0
ID_SMJQV7O,50,38,0,50.0,50,2,8,4,49,237,73,6,0
ID_Q40PGNZ,50,38,0,50.0,50,2,2,4,58,237,73,6,0
ID_6ZFN1SB,50,38,1,30.0,50,1,8,4,69,237,73,5,0
ID_O9K20X4,50,38,0,50.0,50,2,2,25,2,237,73,6,0
ID_YQCGBF3,50,38,0,50.0,50,2,8,4,67,237,73,6,0
ID_7SSORJ5,50,38,0,50.0,50,2,8,26,67,237,73,6,0
ID_34RET1K,50,38,1,50.0,50,1,8,26,26,115,73,5,0
ID_IFHG1DN,50,38,1,36.0,50,1,8,4,67,115,73,1,0
ID_748NPL9,50,38,1,56.0,50,1,8,37,49,247,73,2,1
ID_9PBWZ51,50,38,0,50.0,50,2,8,37,67,237,73,6,0
ID_60LELIA,50,38,1,42.0,50,1,2,37,67,237,73,5,0
ID_YFY3KVT,50,38,1,33.0,50,2,8,37,26,237,73,5,0
ID_NHZQEAS,50,38,1,39.0,50,1,8,4,67,237,73,1,0
ID_BBF1LZ7,50,38,1,40.0,50,1,8,4,67,115,73,5,0
ID_W2QPNZ4,50,38,1,48.0,50,1,8,4,67,237,73,1,0
ID_J4C3C5P,50,38,0,53.0,50,2,8,4,38,158,73,6,0
ID_5PIOQVZ,50,38,1,50.0,50,1,8,4,67,237,73,5,0
ID_UIHA9SL,50,38,1,40.0,50,2,2,4,67,115,73,5,0
ID_8XWIYLF,50,36,1,35.0,50,1,2,4,42,237,73,1,0
ID_XH6TXVC,50,38,0,29.0,50,1,8,26,67,115,73,1,0
ID_80KEGN8,50,38,0,50.0,50,2,2,4,40,237,73,6,0
ID_C70VEIW,50,38,1,1.0,50,1,8,4,50,237,73,5,0
ID_0NIL8EF,50,38,1,42.0,50,1,8,4,67,237,73,5,0
ID_99L00AY,50,38,0,50.0,50,2,2,26,49,237,73,6,0
ID_N0I9N4W,50,38,1,51.0,50,1,8,26,67,237,73,5,0
ID_SYLAKW3,50,38,1,40.0,50,1,8,26,67,237,73,5,0
ID_UWMMEBP,50,38,1,44.0,50,1,8,26,49,237,73,1,0
ID_WVMIKCT,50,38,1,55.0,50,1,8,4,67,115,73,1,0
ID_BQ2404C,50,38,0,50.0,50,1,8,4,67,237,73,1,0
ID_UL0R3Z8,50,38,1,38.0,50,1,8,1,21,237,73,1,1
ID_ICA4ZQL,50,38,1,42.0,50,1,2,26,67,118,73,1,0
ID_VJKG4V9,50,38,1,31.0,50,2,8,37,67,86,23,1,0
ID_PH1YOBX,50,38,1,60.0,50,3,2,4,67,237,73,1,0
ID_H42TGZ6,50,38,1,50.0,50,1,8,38,67,41,23,5,0
ID_7XVQHSQ,50,38,0,66.0,50,1,2,38,21,86,23,1,0
ID_CC1B8UB,50,38,1,50.0,50,1,8,4,67,115,73,5,0
ID_6I04XX5,50,38,0,50.0,50,2,2,4,42,237,73,6,0
ID_GVXODYF,50,38,0,46.0,50,1,8,37,26,167,73,1,0
ID_F5N7SYF,50,38,1,41.0,50,1,8,4,63,107,48,5,0
ID_YINN90S,50,38,1,50.0,50,1,8,4,67,115,73,5,0
ID_PNR1Q8C,50,38,1,31.0,50,1,8,4,67,84,39,5,0
ID_MDZE4T2,50,38,1,50.0,50,1,8,4,67,84,39,5,0
ID_POD0GPR,50,38,0,37.0,50,1,8,4,67,84,39,6,0
ID_GR5NNWB,50,38,0,50.0,50,2,2,0,42,237,73,6,0
ID_7IN8E0J,50,38,1,42.0,50,1,8,4,67,107,48,2,0
ID_XNZHUN3,51,39,1,38.0,51,1,8,4,67,226,104,4,1
ID_2CMVZRH,51,39,0,45.0,51,1,8,4,67,226,104,4,0
ID_FFUW6SZ,51,39,1,68.0,51,1,2,4,42,226,104,1,0
ID_640Z1Y8,51,39,1,40.0,51,1,8,4,29,153,23,5,0
ID_D350CK4,51,38,1,83.0,51,2,8,4,67,153,23,1,0
ID_QTJ799A,51,39,1,36.0,51,1,8,37,67,153,23,1,0
ID_KG7K058,51,39,1,39.0,51,1,8,0,54,226,104,5,0
ID_PEC6ASS,51,39,1,39.0,51,1,8,0,54,226,104,5,0
ID_T4KOQN0,51,21,1,63.0,51,1,2,4,67,157,73,1,0
ID_52G4FAR,51,39,1,68.0,51,1,2,0,67,226,104,1,0
ID_P5Q9PJZ,51,39,2,50.0,51,1,8,4,67,237,73,5,0
ID_UVW5S92,51,21,1,68.0,51,1,2,4,67,226,104,1,0
ID_5R78XBZ,51,39,1,63.0,51,1,2,4,67,157,73,1,0
ID_B2PM521,51,21,1,68.0,51,1,2,0,42,226,104,1,0
ID_8VE9IQF,51,39,1,68.0,51,1,2,0,67,226,104,1,0
ID_XQ6M9PB,51,39,1,45.0,51,3,2,0,21,152,73,1,0
ID_Q8GHHV7,51,39,1,50.0,51,1,8,0,67,110,23,5,0
ID_1QR4SVV,51,39,0,43.0,51,1,8,4,38,16,7,1,0
ID_PQMY6N5,51,39,1,50.0,51,1,8,4,67,110,23,5,0
ID_9TKQOUD,52,40,0,37.0,52,1,8,4,67,180,23,5,0
ID_E0XPG6E,52,40,1,50.0,52,1,8,4,38,180,23,5,0
ID_Z4ZP8WN,52,40,2,20.0,52,1,8,0,67,21,23,1,1
ID_26RG0RP,52,40,2,20.0,52,1,8,0,67,21,23,1,0
ID_02O5FDM,52,40,2,20.0,52,1,8,0,67,21,23,1,0
ID_GY1W88W,52,40,2,64.0,52,2,2,4,26,115,73,1,0
ID_2W7AX2D,52,40,2,64.0,52,2,8,4,26,115,73,1,0
ID_E2Z1HZY,52,40,2,20.0,52,1,8,0,67,21,23,1,1
ID_FH3SDZN,52,40,1,41.15399093164514,52,1,8,0,67,247,73,0,1
ID_4RNVFPV,52,40,2,64.0,52,2,8,4,26,115,73,1,0
ID_PEX3IDF,52,40,1,70.0,52,1,8,4,67,235,23,1,0
ID_EAT1M5I,52,40,2,20.0,52,1,8,4,67,21,23,1,1
ID_1FFKVE5,53,41,1,40.0,53,1,8,37,67,11,85,5,0
ID_4I9DHBE,53,41,0,35.0,53,1,8,4,67,11,85,1,0
ID_YTXLYFL,53,41,2,25.0,53,1,8,0,33,247,73,0,1
ID_FUO0NJ5,53,41,1,46.0,53,1,8,0,67,247,73,5,0
ID_8CODHHS,53,41,1,31.0,53,1,8,0,67,247,73,5,0
ID_CI7TTGU,53,41,2,25.0,53,1,8,0,33,247,73,0,0
ID_QXG0N6D,53,41,2,25.0,53,1,8,32,33,247,73,0,0
ID_RH6Q2U2,53,41,2,25.0,53,1,8,35,33,247,73,0,0
ID_G4NA8PV,53,41,2,25.0,53,1,8,35,33,247,73,0,1
ID_VV3ZN3K,53,41,2,43.0,53,1,2,35,26,107,48,1,0
ID_4J45KN3,53,41,1,35.0,53,1,8,37,67,11,85,1,0
ID_ZUZCOOR,53,41,1,46.0,53,3,8,4,67,160,73,1,0
ID_KF1URME,53,41,2,25.0,53,1,13,38,33,247,73,0,1
ID_QSGHW8A,53,41,1,49.0,53,1,8,37,26,11,85,5,1
ID_2Z2H3HF,53,41,0,54.0,53,3,8,32,67,93,99,1,0
ID_Q5FIPZO,53,41,1,41.0,53,1,8,37,26,11,85,5,0
ID_UZ06L0I,53,41,2,25.0,53,1,8,32,33,247,73,0,1
ID_5BGQH8D,53,41,1,30.0,53,1,8,37,52,11,85,5,0
ID_VR1IZDR,53,41,0,48.0,53,3,2,4,26,42,27,1,0
ID_5LLYCT2,53,41,1,57.0,53,2,2,4,67,247,73,2,0
ID_X5L1TJD,53,41,2,100.0,53,1,8,4,52,247,73,5,0
ID_5FOM571,53,41,1,40.0,53,1,8,4,29,247,73,5,0
ID_DJY5MJZ,53,41,2,25.0,53,1,8,35,33,247,73,0,0
ID_CMTXGE5,53,41,2,40.0,53,1,2,26,67,247,73,1,1
ID_ECDLDD4,53,41,2,39.0,53,1,8,25,67,158,73,1,0
ID_TUJAKZ4,53,41,1,50.0,53,1,8,4,67,247,73,5,0
ID_PSYLA60,53,41,0,44.0,53,1,2,4,67,103,46,1,0
ID_0I6NUTV,53,30,1,44.0,53,1,2,34,33,247,73,0,0
ID_09M1LIC,53,41,1,38.0,53,1,8,34,67,233,27,1,0
ID_VCYK9KS,53,41,1,50.0,53,1,8,37,67,11,85,5,0
ID_FZPO91X,53,42,1,33.0,53,1,8,32,67,247,73,1,0
ID_0W87WW9,53,41,1,35.0,53,1,8,37,67,11,85,1,1
ID_M6M5GLO,53,41,0,48.0,53,3,2,25,52,42,27,1,0
ID_15JAFV0,54,42,1,12.0,54,2,2,4,29,160,73,6,0
ID_HAX9W29,54,42,1,40.0,54,1,8,7,67,249,108,1,1
ID_Y75NLSI,54,42,1,30.0,54,1,8,7,26,249,108,5,0
ID_FJSS4VH,54,42,0,30.0,54,1,8,7,21,249,108,5,0
ID_9V2M4TN,54,42,1,33.0,54,1,8,37,26,247,73,1,0
ID_4D70UOM,54,41,1,35.0,54,1,8,0,67,247,73,1,0
ID_8L1JF29,54,42,2,41.15399093164514,54,2,2,0,67,78,34,1,0
ID_PZO4ZB5,54,42,1,57.0,54,1,2,4,21,213,93,1,0
